advertiser_ids,best_decay_factor,max_reward,decay_factor_results
"[1465, 7856, 1655, 5112, 7218, 5465, 2837, 8974, 6330, 9793, 8219, 7575, 2958, 9583, 3050, 3696, 4949, 3505, 5553, 3189, 8888, 9258, 8108, 2143, 5982, 8319, 6045, 9957, 3680]",0.96,5804886.0,"{0.0: 5455747.0, 0.01: 4882097.0, 0.02: 5462417.0, 0.03: 4870787.0, 0.04: 5519643.0, 0.05: 5545895.0, 0.06: 4784443.0, 0.07: 5185040.0, 0.08: 5568496.0, 0.09: 5288397.0, 0.1: 5056782.0, 0.11: 5454664.0, 0.12: 5622919.0, 0.13: 5496231.0, 0.14: 5362174.0, 0.15: 5471885.0, 0.16: 5262042.0, 0.17: 5163330.0, 0.18: 5501655.0, 0.19: 5009225.0, 0.2: 5103847.0, 0.21: 5388972.0, 0.22: 5133061.0, 0.23: 5358622.0, 0.24: 5312160.0, 0.25: 5663758.0, 0.26: 5576308.0, 0.27: 5499431.0, 0.28: 5602409.0, 0.29: 5492953.0, 0.3: 5387087.0, 0.31: 5449609.0, 0.32: 5526069.0, 0.33: 5766211.0, 0.34: 5454522.0, 0.35000000000000003: 5581166.0, 0.36: 5106916.0, 0.37: 4908023.0, 0.38: 4714048.0, 0.39: 5618968.0, 0.4: 4876425.0, 0.41000000000000003: 5103873.0, 0.42: 5331021.0, 0.43: 5408979.0, 0.44: 5580860.0, 0.45: 5065959.0, 0.46: 5525530.0, 0.47000000000000003: 5417421.0, 0.48: 5349130.0, 0.49: 5268449.0, 0.5: 5196061.0, 0.51: 5654583.0, 0.52: 5247363.0, 0.53: 5073391.0, 0.54: 5546442.0, 0.55: 5472824.0, 0.56: 5405525.0, 0.5700000000000001: 4989977.0, 0.58: 5215846.0, 0.59: 5529562.0, 0.6: 5527357.0, 0.61: 5234695.0, 0.62: 5255501.0, 0.63: 5608406.0, 0.64: 5229704.0, 0.65: 5512325.0, 0.66: 5228162.0, 0.67: 5409272.0, 0.68: 5287240.0, 0.6900000000000001: 5237532.0, 0.7000000000000001: 5661398.0, 0.71: 5329718.0, 0.72: 5358736.0, 0.73: 5606755.0, 0.74: 5375170.0, 0.75: 5070741.0, 0.76: 5648837.0, 0.77: 5521518.0, 0.78: 5725961.0, 0.79: 5635170.0, 0.8: 5590125.0, 0.81: 5033640.0, 0.8200000000000001: 4982720.0, 0.8300000000000001: 5186664.0, 0.84: 5211482.0, 0.85: 5503321.0, 0.86: 5174616.0, 0.87: 5593937.0, 0.88: 5777816.0, 0.89: 5048378.0, 0.9: 5508077.0, 0.91: 5317211.0, 0.92: 4993462.0, 0.93: 5349556.0, 0.9400000000000001: 5720167.0, 0.9500000000000001: 5289690.0, 0.96: 5804886.0, 0.97: 5274265.0, 0.98: 5474824.0, 0.99: 5487401.0, 1.0: 5629577.0}"
"[3330, 2086, 640, 9656, 2286, 1951, 5759, 1012, 6207, 5743, 5402, 9877, 5239, 4068, 8119, 7670, 8355]",0.02,4057260.0,"{0.0: 4002533.0, 0.01: 3999464.0, 0.02: 4057260.0, 0.03: 3928630.0, 0.04: 4000325.0, 0.05: 3994138.0, 0.06: 3947078.0, 0.07: 3958423.0, 0.08: 3934341.0, 0.09: 4057260.0, 0.1: 3936401.0, 0.11: 3914019.0, 0.12: 4057260.0, 0.13: 4000189.0, 0.14: 4057260.0, 0.15: 3995072.0, 0.16: 3948445.0, 0.17: 3924504.0, 0.18: 4020797.0, 0.19: 3999231.0, 0.2: 3967248.0, 0.21: 3998714.0, 0.22: 4057260.0, 0.23: 4057260.0, 0.24: 3999312.0, 0.25: 3997264.0, 0.26: 4020782.0, 0.27: 3995672.0, 0.28: 3992625.0, 0.29: 4057260.0, 0.3: 4020954.0, 0.31: 4057260.0, 0.32: 4057260.0, 0.33: 3999898.0, 0.34: 4057260.0, 0.35000000000000003: 3993740.0, 0.36: 3995876.0, 0.37: 3993753.0, 0.38: 3927244.0, 0.39: 4043603.0, 0.4: 4020188.0, 0.41000000000000003: 4057260.0, 0.42: 3993143.0, 0.43: 3971366.0, 0.44: 3998477.0, 0.45: 3978227.0, 0.46: 3921350.0, 0.47000000000000003: 3994847.0, 0.48: 4057260.0, 0.49: 4057260.0, 0.5: 4057260.0, 0.51: 3992877.0, 0.52: 3964395.0, 0.53: 4057260.0, 0.54: 4057260.0, 0.55: 3835390.0, 0.56: 3946622.0, 0.5700000000000001: 3921008.0, 0.58: 4057260.0, 0.59: 3883657.0, 0.6: 3948741.0, 0.61: 4000245.0, 0.62: 4001316.0, 0.63: 4002198.0, 0.64: 4001673.0, 0.65: 3995444.0, 0.66: 4019299.0, 0.67: 4057260.0, 0.68: 3996208.0, 0.6900000000000001: 3999278.0, 0.7000000000000001: 3941206.0, 0.71: 4001594.0, 0.72: 4042945.0, 0.73: 4057260.0, 0.74: 3934408.0, 0.75: 4057260.0, 0.76: 4057260.0, 0.77: 4057260.0, 0.78: 3993918.0, 0.79: 4057260.0, 0.8: 3997188.0, 0.81: 3996921.0, 0.8200000000000001: 4042913.0, 0.8300000000000001: 4044233.0, 0.84: 3958430.0, 0.85: 3993908.0, 0.86: 4057260.0, 0.87: 4019087.0, 0.88: 4043781.0, 0.89: 4043483.0, 0.9: 4019482.0, 0.91: 3955782.0, 0.92: 4057260.0, 0.93: 3925116.0, 0.9400000000000001: 4057260.0, 0.9500000000000001: 4057260.0, 0.96: 4042875.0, 0.97: 4001732.0, 0.98: 4057260.0, 0.99: 3998009.0, 1.0: 4057260.0}"
"[791, 2114, 3847, 7382, 2367, 5138, 449, 7580, 901, 7784, 9160, 8155, 1982, 8734, 4187, 4534, 1281, 8972, 1141, 2026, 5406, 6126, 8265, 9450, 287, 8255, 2480]",0.41000000000000003,6097859.0,"{0.0: 5461586.0, 0.01: 5491070.0, 0.02: 5301045.0, 0.03: 4773012.0, 0.04: 5283819.0, 0.05: 5232644.0, 0.06: 5738680.0, 0.07: 5705973.0, 0.08: 4649322.0, 0.09: 5096580.0, 0.1: 4748199.0, 0.11: 5350469.0, 0.12: 5604208.0, 0.13: 5301801.0, 0.14: 5349535.0, 0.15: 5673543.0, 0.16: 5517664.0, 0.17: 4776417.0, 0.18: 5335341.0, 0.19: 5148417.0, 0.2: 5166423.0, 0.21: 5730074.0, 0.22: 5368676.0, 0.23: 5587083.0, 0.24: 5489865.0, 0.25: 5472603.0, 0.26: 5603612.0, 0.27: 4526015.0, 0.28: 5183566.0, 0.29: 5372323.0, 0.3: 4825255.0, 0.31: 5501647.0, 0.32: 5428548.0, 0.33: 5608301.0, 0.34: 5797855.0, 0.35000000000000003: 5157723.0, 0.36: 5959735.0, 0.37: 5396597.0, 0.38: 5794290.0, 0.39: 5612582.0, 0.4: 5400143.0, 0.41000000000000003: 6097859.0, 0.42: 4790336.0, 0.43: 5623931.0, 0.44: 5681614.0, 0.45: 5668567.0, 0.46: 5158347.0, 0.47000000000000003: 5595567.0, 0.48: 5469391.0, 0.49: 5623876.0, 0.5: 5481954.0, 0.51: 5892271.0, 0.52: 5440821.0, 0.53: 5098197.0, 0.54: 5557341.0, 0.55: 5514450.0, 0.56: 5966989.0, 0.5700000000000001: 5774579.0, 0.58: 5179239.0, 0.59: 5281548.0, 0.6: 5247858.0, 0.61: 5123011.0, 0.62: 5812472.0, 0.63: 5202963.0, 0.64: 5107923.0, 0.65: 5399841.0, 0.66: 5346680.0, 0.67: 4858674.0, 0.68: 5444763.0, 0.6900000000000001: 5135697.0, 0.7000000000000001: 5072300.0, 0.71: 5192984.0, 0.72: 5304650.0, 0.73: 5363609.0, 0.74: 5361694.0, 0.75: 5477514.0, 0.76: 5394751.0, 0.77: 5739278.0, 0.78: 5090329.0, 0.79: 5676237.0, 0.8: 5079129.0, 0.81: 5313323.0, 0.8200000000000001: 5199821.0, 0.8300000000000001: 5257384.0, 0.84: 5557873.0, 0.85: 5539813.0, 0.86: 4396127.0, 0.87: 4742861.0, 0.88: 5418635.0, 0.89: 5262258.0, 0.9: 5685193.0, 0.91: 5570214.0, 0.92: 5441047.0, 0.93: 4967893.0, 0.9400000000000001: 5593725.0, 0.9500000000000001: 5772361.0, 0.96: 5367464.0, 0.97: 5453431.0, 0.98: 5617780.0, 0.99: 5089442.0, 1.0: 5461608.0}"
"[5560, 5800, 2131, 7633, 4731, 4485, 491, 2574, 3604, 1203, 1642, 2442, 1407, 9093, 4974, 298, 8682, 4994, 8160, 2339, 9276, 5352, 2143, 2113, 2915, 3967, 8534, 6527, 5194]",0.91,5275973.0,"{0.0: 4754819.0, 0.01: 4581164.0, 0.02: 4902408.0, 0.03: 4940025.0, 0.04: 5137967.0, 0.05: 4373975.0, 0.06: 4438335.0, 0.07: 4897352.0, 0.08: 4764901.0, 0.09: 4937733.0, 0.1: 4971446.0, 0.11: 4745196.0, 0.12: 4608847.0, 0.13: 4583783.0, 0.14: 4603592.0, 0.15: 4752130.0, 0.16: 4854813.0, 0.17: 5122536.0, 0.18: 4835541.0, 0.19: 4504628.0, 0.2: 4638001.0, 0.21: 4401177.0, 0.22: 4867629.0, 0.23: 5027067.0, 0.24: 5057662.0, 0.25: 4571481.0, 0.26: 4672255.0, 0.27: 4544980.0, 0.28: 4725706.0, 0.29: 4657309.0, 0.3: 4166357.0, 0.31: 4505150.0, 0.32: 4894360.0, 0.33: 4783413.0, 0.34: 4753507.0, 0.35000000000000003: 4870761.0, 0.36: 4808309.0, 0.37: 4816320.0, 0.38: 5152620.0, 0.39: 4448451.0, 0.4: 5074662.0, 0.41000000000000003: 5043835.0, 0.42: 5115725.0, 0.43: 4877417.0, 0.44: 5022353.0, 0.45: 4601492.0, 0.46: 4616596.0, 0.47000000000000003: 4738658.0, 0.48: 4975840.0, 0.49: 5089536.0, 0.5: 4564444.0, 0.51: 4609438.0, 0.52: 4734083.0, 0.53: 5053210.0, 0.54: 4522362.0, 0.55: 4806315.0, 0.56: 4650296.0, 0.5700000000000001: 4852397.0, 0.58: 4777307.0, 0.59: 4530965.0, 0.6: 4504608.0, 0.61: 4757178.0, 0.62: 4425780.0, 0.63: 5089780.0, 0.64: 4860490.0, 0.65: 4466785.0, 0.66: 5158220.0, 0.67: 4733510.0, 0.68: 4686232.0, 0.6900000000000001: 4468560.0, 0.7000000000000001: 4899697.0, 0.71: 4366256.0, 0.72: 4378277.0, 0.73: 4677074.0, 0.74: 4536631.0, 0.75: 3927689.0, 0.76: 4860816.0, 0.77: 4828092.0, 0.78: 5185412.0, 0.79: 4679206.0, 0.8: 4375959.0, 0.81: 4983746.0, 0.8200000000000001: 4981804.0, 0.8300000000000001: 4732967.0, 0.84: 4674666.0, 0.85: 4779998.0, 0.86: 4637310.0, 0.87: 4771148.0, 0.88: 5172154.0, 0.89: 4491752.0, 0.9: 4626670.0, 0.91: 5275973.0, 0.92: 4712433.0, 0.93: 4640809.0, 0.9400000000000001: 4451851.0, 0.9500000000000001: 4479288.0, 0.96: 5040160.0, 0.97: 4573501.0, 0.98: 4918150.0, 0.99: 4779579.0, 1.0: 4686127.0}"
"[3664, 7248, 9959, 8691, 7829, 9799, 5170, 5860, 3817, 5193, 5983, 8985, 4295, 7647, 4385, 6093, 5148, 6893]",0.17,6066105.0,"{0.0: 5063345.0, 0.01: 5681019.0, 0.02: 5122347.0, 0.03: 5077503.0, 0.04: 5348449.0, 0.05: 5126299.0, 0.06: 5761975.0, 0.07: 4502303.0, 0.08: 5358831.0, 0.09: 5650271.0, 0.1: 5618017.0, 0.11: 5906150.0, 0.12: 5504906.0, 0.13: 5632315.0, 0.14: 6047951.0, 0.15: 5422400.0, 0.16: 5253604.0, 0.17: 6066105.0, 0.18: 5032598.0, 0.19: 5657999.0, 0.2: 5009833.0, 0.21: 5230790.0, 0.22: 4918664.0, 0.23: 5242632.0, 0.24: 5828915.0, 0.25: 5170525.0, 0.26: 5594953.0, 0.27: 5412421.0, 0.28: 5994019.0, 0.29: 5006939.0, 0.3: 5134064.0, 0.31: 5633484.0, 0.32: 5777750.0, 0.33: 5911937.0, 0.34: 4790228.0, 0.35000000000000003: 5674007.0, 0.36: 5467025.0, 0.37: 5282221.0, 0.38: 5669175.0, 0.39: 5000308.0, 0.4: 5063714.0, 0.41000000000000003: 5370532.0, 0.42: 5167012.0, 0.43: 4524368.0, 0.44: 5042647.0, 0.45: 5342020.0, 0.46: 5516277.0, 0.47000000000000003: 5080694.0, 0.48: 5488230.0, 0.49: 5663512.0, 0.5: 5234384.0, 0.51: 4835889.0, 0.52: 4991949.0, 0.53: 5586260.0, 0.54: 4749242.0, 0.55: 5368357.0, 0.56: 5772316.0, 0.5700000000000001: 5871876.0, 0.58: 5134979.0, 0.59: 4712920.0, 0.6: 5307645.0, 0.61: 5268808.0, 0.62: 4916564.0, 0.63: 4445139.0, 0.64: 4460160.0, 0.65: 5267398.0, 0.66: 4860024.0, 0.67: 4944254.0, 0.68: 4965138.0, 0.6900000000000001: 5259565.0, 0.7000000000000001: 4770827.0, 0.71: 5590647.0, 0.72: 5135011.0, 0.73: 5238066.0, 0.74: 5520012.0, 0.75: 5108978.0, 0.76: 5165354.0, 0.77: 5695313.0, 0.78: 4775240.0, 0.79: 5161360.0, 0.8: 5233846.0, 0.81: 5862582.0, 0.8200000000000001: 5363021.0, 0.8300000000000001: 4842990.0, 0.84: 5006899.0, 0.85: 5072532.0, 0.86: 4734922.0, 0.87: 5367219.0, 0.88: 5122130.0, 0.89: 5395125.0, 0.9: 5194733.0, 0.91: 6032179.0, 0.92: 5468159.0, 0.93: 5518054.0, 0.9400000000000001: 5694493.0, 0.9500000000000001: 5230150.0, 0.96: 5715135.0, 0.97: 5555207.0, 0.98: 5488836.0, 0.99: 4771095.0, 1.0: 4501779.0}"
"[8266, 8735, 9873, 1466, 8753, 5619, 2666, 2708, 1265, 4647, 1410, 3024, 5064, 5610, 9565, 7454, 3139, 2052]",0.21,4908329.0,"{0.0: 4660598.0, 0.01: 4430934.0, 0.02: 4801819.0, 0.03: 4698618.0, 0.04: 4595627.0, 0.05: 4558133.0, 0.06: 4519633.0, 0.07: 4474274.0, 0.08: 4455208.0, 0.09: 4448554.0, 0.1: 4524409.0, 0.11: 4258762.0, 0.12: 4297550.0, 0.13: 4722496.0, 0.14: 4471585.0, 0.15: 4517576.0, 0.16: 4247265.0, 0.17: 4563807.0, 0.18: 4239072.0, 0.19: 4398348.0, 0.2: 4841511.0, 0.21: 4908329.0, 0.22: 4681291.0, 0.23: 4339213.0, 0.24: 4525956.0, 0.25: 4700097.0, 0.26: 4364727.0, 0.27: 4446581.0, 0.28: 4854057.0, 0.29: 4514394.0, 0.3: 4602820.0, 0.31: 4636891.0, 0.32: 4852324.0, 0.33: 4758055.0, 0.34: 4412109.0, 0.35000000000000003: 4731334.0, 0.36: 4626287.0, 0.37: 4575536.0, 0.38: 4629895.0, 0.39: 4484511.0, 0.4: 4795658.0, 0.41000000000000003: 4725115.0, 0.42: 4561089.0, 0.43: 4647968.0, 0.44: 4760100.0, 0.45: 4539606.0, 0.46: 4772366.0, 0.47000000000000003: 4665447.0, 0.48: 4625449.0, 0.49: 4680940.0, 0.5: 4472063.0, 0.51: 4056449.0, 0.52: 4559586.0, 0.53: 4328102.0, 0.54: 4391821.0, 0.55: 4615712.0, 0.56: 4606029.0, 0.5700000000000001: 4321658.0, 0.58: 4532682.0, 0.59: 4767557.0, 0.6: 4527865.0, 0.61: 4446868.0, 0.62: 4533402.0, 0.63: 4706959.0, 0.64: 4501410.0, 0.65: 4290187.0, 0.66: 4630711.0, 0.67: 4543062.0, 0.68: 4680771.0, 0.6900000000000001: 4540582.0, 0.7000000000000001: 4372331.0, 0.71: 4601162.0, 0.72: 4445436.0, 0.73: 4391752.0, 0.74: 4626953.0, 0.75: 4844837.0, 0.76: 4299430.0, 0.77: 4483778.0, 0.78: 4705941.0, 0.79: 4777097.0, 0.8: 4607686.0, 0.81: 4630551.0, 0.8200000000000001: 4441350.0, 0.8300000000000001: 4794272.0, 0.84: 4314596.0, 0.85: 4581312.0, 0.86: 4521185.0, 0.87: 4268802.0, 0.88: 4508559.0, 0.89: 4617047.0, 0.9: 4463827.0, 0.91: 4551993.0, 0.92: 4510852.0, 0.93: 4394626.0, 0.9400000000000001: 4511850.0, 0.9500000000000001: 4655565.0, 0.96: 4784721.0, 0.97: 4635970.0, 0.98: 4446103.0, 0.99: 4450055.0, 1.0: 4830549.0}"
"[6803, 9839, 219, 8701, 6072, 3478, 1967, 7191, 4535, 4214, 3908, 3489, 2714, 1837, 5347, 7056, 7003, 7114, 9203, 795, 3620, 4900, 1652]",0.45,5955218.0,"{0.0: 5194007.0, 0.01: 5099286.0, 0.02: 5460027.0, 0.03: 5516399.0, 0.04: 5202520.0, 0.05: 5640808.0, 0.06: 5519030.0, 0.07: 5482429.0, 0.08: 5294792.0, 0.09: 5290555.0, 0.1: 5012443.0, 0.11: 5379722.0, 0.12: 5683538.0, 0.13: 5638067.0, 0.14: 5051529.0, 0.15: 4924942.0, 0.16: 5548849.0, 0.17: 5635680.0, 0.18: 5480912.0, 0.19: 5206796.0, 0.2: 5401680.0, 0.21: 5183638.0, 0.22: 5879146.0, 0.23: 5647722.0, 0.24: 5037829.0, 0.25: 5525892.0, 0.26: 5201472.0, 0.27: 5513147.0, 0.28: 5416313.0, 0.29: 4629386.0, 0.3: 5460783.0, 0.31: 5155301.0, 0.32: 5235018.0, 0.33: 5517179.0, 0.34: 4607533.0, 0.35000000000000003: 5726850.0, 0.36: 4876567.0, 0.37: 5386163.0, 0.38: 5070541.0, 0.39: 5815656.0, 0.4: 4946124.0, 0.41000000000000003: 5146849.0, 0.42: 4622040.0, 0.43: 4960350.0, 0.44: 5163893.0, 0.45: 5955218.0, 0.46: 5732202.0, 0.47000000000000003: 5024620.0, 0.48: 5267424.0, 0.49: 5431552.0, 0.5: 4864845.0, 0.51: 5490582.0, 0.52: 5467242.0, 0.53: 4699311.0, 0.54: 5049388.0, 0.55: 5055179.0, 0.56: 5321577.0, 0.5700000000000001: 5013787.0, 0.58: 4464422.0, 0.59: 5567127.0, 0.6: 5429902.0, 0.61: 5579557.0, 0.62: 4989677.0, 0.63: 4915560.0, 0.64: 5341795.0, 0.65: 5862181.0, 0.66: 5434637.0, 0.67: 4738977.0, 0.68: 5576940.0, 0.6900000000000001: 5090481.0, 0.7000000000000001: 5589137.0, 0.71: 5526173.0, 0.72: 5248232.0, 0.73: 5205421.0, 0.74: 5530809.0, 0.75: 4947294.0, 0.76: 5241236.0, 0.77: 5543937.0, 0.78: 5632143.0, 0.79: 5313712.0, 0.8: 5893035.0, 0.81: 4563759.0, 0.8200000000000001: 5475316.0, 0.8300000000000001: 5631960.0, 0.84: 5662404.0, 0.85: 5000447.0, 0.86: 5873610.0, 0.87: 5412810.0, 0.88: 5317224.0, 0.89: 5439377.0, 0.9: 5267583.0, 0.91: 4499910.0, 0.92: 4465137.0, 0.93: 4863264.0, 0.9400000000000001: 5488181.0, 0.9500000000000001: 5707478.0, 0.96: 5869988.0, 0.97: 5289767.0, 0.98: 4840338.0, 0.99: 4822701.0, 1.0: 5126996.0}"
"[2668, 1508, 4912, 5163, 1302, 6848, 6802, 1280, 3038, 111, 8830, 6443, 9605, 2468, 3802, 5710, 4265, 3461, 8261, 4969, 6911, 3542, 1944, 9089, 4036, 2628, 8111, 7266, 3807, 8025, 159, 3596, 1708, 5538, 2224, 4289, 5039, 1306, 5582, 6287, 2495, 1055, 2934, 7899, 4731, 5741]",0.44,6873028.0,"{0.0: 6024991.0, 0.01: 6272642.0, 0.02: 5121213.0, 0.03: 6022143.0, 0.04: 5492091.0, 0.05: 5215390.0, 0.06: 5942223.0, 0.07: 5611535.0, 0.08: 5990645.0, 0.09: 5888529.0, 0.1: 5623654.0, 0.11: 5554048.0, 0.12: 5738437.0, 0.13: 6023324.0, 0.14: 6552364.0, 0.15: 5364907.0, 0.16: 6594795.0, 0.17: 6336134.0, 0.18: 6267747.0, 0.19: 6094222.0, 0.2: 6573448.0, 0.21: 5783937.0, 0.22: 5668648.0, 0.23: 6003915.0, 0.24: 6444621.0, 0.25: 5923720.0, 0.26: 6134192.0, 0.27: 6093517.0, 0.28: 6456515.0, 0.29: 6773663.0, 0.3: 6026202.0, 0.31: 4472090.0, 0.32: 6707485.0, 0.33: 6567128.0, 0.34: 6214727.0, 0.35000000000000003: 6330256.0, 0.36: 5831033.0, 0.37: 6048806.0, 0.38: 5917191.0, 0.39: 5961570.0, 0.4: 6502187.0, 0.41000000000000003: 5586985.0, 0.42: 6286746.0, 0.43: 5983512.0, 0.44: 6873028.0, 0.45: 6274808.0, 0.46: 6218521.0, 0.47000000000000003: 6359525.0, 0.48: 6102141.0, 0.49: 6866350.0, 0.5: 6204629.0, 0.51: 6256090.0, 0.52: 5406400.0, 0.53: 6411287.0, 0.54: 6069322.0, 0.55: 6146320.0, 0.56: 6048146.0, 0.5700000000000001: 5796050.0, 0.58: 6172310.0, 0.59: 5680090.0, 0.6: 5932200.0, 0.61: 6067627.0, 0.62: 5679121.0, 0.63: 5923387.0, 0.64: 6174153.0, 0.65: 5868570.0, 0.66: 5544189.0, 0.67: 5852431.0, 0.68: 6324487.0, 0.6900000000000001: 6645006.0, 0.7000000000000001: 6763323.0, 0.71: 5817794.0, 0.72: 5927333.0, 0.73: 5607676.0, 0.74: 5784400.0, 0.75: 6087202.0, 0.76: 6599677.0, 0.77: 5272828.0, 0.78: 5586541.0, 0.79: 5515869.0, 0.8: 6160875.0, 0.81: 6231992.0, 0.8200000000000001: 5332469.0, 0.8300000000000001: 6212221.0, 0.84: 5043500.0, 0.85: 6197336.0, 0.86: 5667973.0, 0.87: 5341049.0, 0.88: 5882940.0, 0.89: 6078449.0, 0.9: 6424248.0, 0.91: 6532728.0, 0.92: 6139124.0, 0.93: 6555385.0, 0.9400000000000001: 5985427.0, 0.9500000000000001: 5428561.0, 0.96: 6015215.0, 0.97: 6179416.0, 0.98: 6234529.0, 0.99: 5350505.0, 1.0: 5745750.0}"
"[2078, 993, 8993, 1521, 8366, 9606, 2120, 1405, 3900, 9965, 5117]",0.0,1879644.0,"{0.0: 1879644.0, 0.01: 1879644.0, 0.02: 1879644.0, 0.03: 1879644.0, 0.04: 1879644.0, 0.05: 1879644.0, 0.06: 1879644.0, 0.07: 1879644.0, 0.08: 1879644.0, 0.09: 1879644.0, 0.1: 1879644.0, 0.11: 1879644.0, 0.12: 1879644.0, 0.13: 1879644.0, 0.14: 1879644.0, 0.15: 1879644.0, 0.16: 1879644.0, 0.17: 1879644.0, 0.18: 1879644.0, 0.19: 1879644.0, 0.2: 1879644.0, 0.21: 1879644.0, 0.22: 1879644.0, 0.23: 1879644.0, 0.24: 1879644.0, 0.25: 1879644.0, 0.26: 1879644.0, 0.27: 1879644.0, 0.28: 1879644.0, 0.29: 1879644.0, 0.3: 1879644.0, 0.31: 1879644.0, 0.32: 1879644.0, 0.33: 1879644.0, 0.34: 1879644.0, 0.35000000000000003: 1879644.0, 0.36: 1879644.0, 0.37: 1879644.0, 0.38: 1879644.0, 0.39: 1879644.0, 0.4: 1879644.0, 0.41000000000000003: 1879644.0, 0.42: 1879644.0, 0.43: 1879644.0, 0.44: 1879644.0, 0.45: 1879644.0, 0.46: 1879644.0, 0.47000000000000003: 1879644.0, 0.48: 1879644.0, 0.49: 1879644.0, 0.5: 1879644.0, 0.51: 1879644.0, 0.52: 1879644.0, 0.53: 1879644.0, 0.54: 1879644.0, 0.55: 1879644.0, 0.56: 1879644.0, 0.5700000000000001: 1879644.0, 0.58: 1879644.0, 0.59: 1879644.0, 0.6: 1879644.0, 0.61: 1879644.0, 0.62: 1879644.0, 0.63: 1879644.0, 0.64: 1879644.0, 0.65: 1879644.0, 0.66: 1879644.0, 0.67: 1879644.0, 0.68: 1879644.0, 0.6900000000000001: 1879644.0, 0.7000000000000001: 1879644.0, 0.71: 1879644.0, 0.72: 1879644.0, 0.73: 1879644.0, 0.74: 1879644.0, 0.75: 1879644.0, 0.76: 1879644.0, 0.77: 1879644.0, 0.78: 1879644.0, 0.79: 1879644.0, 0.8: 1879644.0, 0.81: 1879644.0, 0.8200000000000001: 1879644.0, 0.8300000000000001: 1879644.0, 0.84: 1879644.0, 0.85: 1879644.0, 0.86: 1879644.0, 0.87: 1879644.0, 0.88: 1879644.0, 0.89: 1879644.0, 0.9: 1879644.0, 0.91: 1879644.0, 0.92: 1879644.0, 0.93: 1879644.0, 0.9400000000000001: 1879644.0, 0.9500000000000001: 1879644.0, 0.96: 1879644.0, 0.97: 1879644.0, 0.98: 1879644.0, 0.99: 1879644.0, 1.0: 1879644.0}"
"[1714, 4546, 7821, 9382, 4155, 2137, 4306, 9695, 8946, 5191, 7600, 2878, 2234, 148, 1424, 3064, 1957, 9971, 9147, 3418, 8129, 1148, 8119, 7620, 494, 2537, 5225, 482, 5957, 1385, 1602, 7239, 1600, 1246, 4884, 7093, 5222, 8251, 4146, 9478, 7256, 4096, 6032, 2172, 4077, 3956, 1170, 3945]",0.38,6420662.0,"{0.0: 5509032.0, 0.01: 5684942.0, 0.02: 5920303.0, 0.03: 6401960.0, 0.04: 5472712.0, 0.05: 6145451.0, 0.06: 5717444.0, 0.07: 5565309.0, 0.08: 5622103.0, 0.09: 5639475.0, 0.1: 5736971.0, 0.11: 5578265.0, 0.12: 5910280.0, 0.13: 5574934.0, 0.14: 5648662.0, 0.15: 5326052.0, 0.16: 5871468.0, 0.17: 5332425.0, 0.18: 5317680.0, 0.19: 5818073.0, 0.2: 6225010.0, 0.21: 5657497.0, 0.22: 5827736.0, 0.23: 5417213.0, 0.24: 5557667.0, 0.25: 5568892.0, 0.26: 5822638.0, 0.27: 6034470.0, 0.28: 5645249.0, 0.29: 5996638.0, 0.3: 5381325.0, 0.31: 5552278.0, 0.32: 6054576.0, 0.33: 5758480.0, 0.34: 5527002.0, 0.35000000000000003: 5773703.0, 0.36: 5330707.0, 0.37: 5261332.0, 0.38: 6420662.0, 0.39: 5819591.0, 0.4: 5785205.0, 0.41000000000000003: 5753141.0, 0.42: 5874703.0, 0.43: 5751121.0, 0.44: 5708302.0, 0.45: 5859925.0, 0.46: 5448402.0, 0.47000000000000003: 6297685.0, 0.48: 5569017.0, 0.49: 5154784.0, 0.5: 5977656.0, 0.51: 5805165.0, 0.52: 5590355.0, 0.53: 5970453.0, 0.54: 5378843.0, 0.55: 5790176.0, 0.56: 5551991.0, 0.5700000000000001: 5585743.0, 0.58: 5623001.0, 0.59: 5792902.0, 0.6: 5532949.0, 0.61: 5757901.0, 0.62: 5920788.0, 0.63: 5589620.0, 0.64: 5760902.0, 0.65: 5963323.0, 0.66: 5723856.0, 0.67: 5952652.0, 0.68: 6067241.0, 0.6900000000000001: 6114588.0, 0.7000000000000001: 5729862.0, 0.71: 5859982.0, 0.72: 5345061.0, 0.73: 5177495.0, 0.74: 5311125.0, 0.75: 5709591.0, 0.76: 5421047.0, 0.77: 5882389.0, 0.78: 5759187.0, 0.79: 5723310.0, 0.8: 5625334.0, 0.81: 5677481.0, 0.8200000000000001: 5282132.0, 0.8300000000000001: 6211887.0, 0.84: 6059478.0, 0.85: 5672249.0, 0.86: 5549050.0, 0.87: 5892025.0, 0.88: 5443359.0, 0.89: 5400677.0, 0.9: 5436846.0, 0.91: 5758022.0, 0.92: 6056183.0, 0.93: 5811516.0, 0.9400000000000001: 5990792.0, 0.9500000000000001: 5257878.0, 0.96: 5626700.0, 0.97: 5609450.0, 0.98: 5663950.0, 0.99: 5916191.0, 1.0: 5699876.0}"
