AdvertiserId,Minimum_Impressions,Budget,Bid,Reward,Performance
5324,4739,23844,96,10000,0.6
5325,4979,10111,19,18186,0.63
5326,2763,10682,32,24556,0.58
5327,3932,11161,19,10434,0.59
5328,10000,17400,24,20519,0.44
5329,4812,25000,24,11646,0.64
5330,2015,23853,56,21355,0.79
5331,6826,23180,81,16667,0.58
5332,7588,15426,18,24328,0.57
5333,6086,18352,12,15258,0.0
5334,3417,11425,41,22954,0.77
5335,6231,13661,87,17190,0.47
5336,8186,18469,48,11440,0.82
5337,1667,21583,82,16095,0.66
5338,500,19748,64,16875,0.6
5339,5609,17040,16,10000,0.78
5340,4827,14592,80,14860,0.42
5341,6310,17530,100,19125,0.68
5342,4155,23683,23,22470,0.66
5343,4293,20107,86,20747,0.46
5344,7238,22942,39,24533,0.67
5345,2077,13107,33,23993,0.64
5346,9988,10302,24,19338,0.57
5347,2720,14533,61,22188,0.73
5348,9664,12773,55,17713,0.51
5349,1530,17199,61,10380,0.64
5350,10000,10000,84,19016,0.0
5351,4492,21437,97,19730,0.51
5352,1413,23877,95,17173,0.68
5353,6858,14768,40,21567,0.57
5354,2681,23561,58,11637,0.38
5355,3697,11000,72,22479,0.33
5356,6540,22026,74,17543,0.72
5357,1962,22198,1,10524,0.42
5358,7537,24614,1,13107,0.64
5359,9999,22970,25,18142,0.61
5360,5494,11718,96,11093,0.54
5361,9881,17169,53,24624,0.89
5362,5808,17361,61,10104,0.63
5363,6721,13830,46,10000,0.71
5364,7590,17154,74,20552,0.64
5365,8269,15020,60,13126,0.57
5366,1187,21373,51,11676,0.6
5367,5161,24715,73,17904,0.82
5368,9899,12882,84,20546,0.76
5369,2394,10998,48,18027,0.89
5370,7889,10284,84,14916,0.63
5371,5422,18612,40,22323,0.47
5372,10000,12160,7,12934,0.53
5373,10000,13065,75,23336,0.42
5374,4297,20467,85,20064,0.72
5375,5678,11494,19,15156,0.51
5376,4468,22076,15,11042,0.14
5377,3216,14623,70,24370,0.97
5378,690,12543,61,21626,0.0
5379,1835,22318,56,19633,0.51
5380,8681,22449,10,11845,0.85
5381,878,20033,46,13501,0.42
5382,4329,14800,80,11541,0.77
5383,6880,18913,75,10466,0.51
5384,1115,11401,57,12944,0.4
5385,2830,10445,35,14294,0.86
5386,2254,20983,72,11591,0.74
5387,963,14522,92,21007,0.74
5388,500,13767,3,23522,0.66
5389,4767,12551,66,14072,0.69
5390,10000,15646,53,13572,0.42
5391,4124,20159,78,22528,0.62
5392,5438,13888,52,19385,0.46
5393,5917,14816,93,15978,0.39
5394,6504,12731,1,10293,0.66
5395,9381,24089,54,19113,0.77
5396,6103,17699,100,15858,0.54
5397,2712,12629,3,11338,0.57
5398,6620,17687,65,21390,0.43
5399,6318,20156,15,22755,0.6
5400,882,11057,84,20606,0.71
5401,2756,24332,86,24651,0.72
5402,1912,23023,34,23045,0.68
5403,6646,16834,50,15209,0.51
5404,871,18949,33,13475,0.5
5405,6306,11795,73,19733,0.72
5406,6065,19835,1,12498,0.72
5407,9302,14849,2,19099,0.57
5408,8807,18215,4,15728,0.54
5409,7937,19431,16,17317,0.78
5410,946,14150,54,12493,0.55
5411,1891,10000,33,23244,0.71
5412,1840,19496,9,20319,0.58
5413,500,25000,57,13088,0.44
5414,6469,16470,40,16281,0.84
5415,9765,23257,52,16795,0.62
5416,5313,24521,82,15627,0.49
5417,4069,20734,16,22839,0.39
5418,5954,17179,8,13990,0.41
5419,3650,13712,87,13751,0.54
5420,6914,22147,60,24409,0.89
5421,5157,22721,36,17241,0.51
5422,7447,22495,3,12097,0.82
5423,8443,22420,15,13174,0.58
5424,4162,15458,97,10387,0.42
5425,4982,15315,82,24720,0.53
5426,5297,15381,23,10298,0.41
5427,5568,19497,3,14434,0.47
5428,5980,22656,30,21652,0.47
5429,8533,13174,45,14061,0.31
5430,1483,23494,17,10473,0.83
5431,6107,24758,58,22903,0.63
5432,10000,21820,58,15057,0.5
5433,9971,16387,96,23079,0.63
5434,2407,18973,57,21405,0.47
5435,500,16767,7,15289,0.2
5436,9716,10566,39,14108,1.0
5437,9237,14622,78,25000,0.63
5438,4674,25000,58,12221,0.51
5439,9580,22465,56,23985,0.31
5440,7765,18830,15,20174,0.38
5441,9797,21892,44,15251,0.85
5442,2490,16995,12,13611,0.83
5443,6096,14167,8,12642,0.71
5444,4498,20591,80,11920,0.43
5445,500,12670,41,17075,0.83
5446,9612,19364,34,15994,1.0
5447,5145,19912,46,12316,0.7
5448,2561,18296,88,11274,0.67
5449,4987,11682,29,23681,0.37
5450,4935,22508,16,24953,0.42
5451,3144,20041,5,23060,0.52
5452,1545,19054,5,24861,0.7
5453,8451,21637,30,19807,0.39
5454,6949,20757,50,14983,1.0
5455,3181,18490,5,24513,0.57
5456,3699,21100,13,17834,0.72
5457,7268,22329,99,13618,0.7
5458,9630,25000,49,20498,0.45
5459,7940,20731,89,10259,0.82
5460,9133,19654,50,25000,0.43
5461,3050,13854,14,19704,0.76
5462,4725,13118,46,22930,0.52
5463,1096,12132,90,10000,0.62
5464,6554,19901,82,21630,0.63
5465,2005,17225,84,15178,0.63
5466,9553,10990,34,15358,0.7
5467,6968,10710,71,20368,0.66
5468,7736,14304,47,14507,0.72
5469,2051,15367,60,16458,0.67
5470,7352,23522,74,17541,0.41
5471,1949,10038,79,13508,0.64
5472,6453,11275,81,17305,0.52
5473,8956,17069,11,24790,0.43
5474,8542,24114,1,22902,0.56
5475,3159,14857,91,14994,0.63
5476,8009,11436,85,21272,0.64
5477,8393,21185,95,18423,0.76
5478,7945,19661,50,16754,0.8
5479,3221,12099,4,18921,0.65
5480,3425,18565,41,21204,0.68
5481,7604,17693,59,15516,0.61
5482,6740,23218,60,15868,0.72
5483,1012,14251,81,15799,0.67
5484,715,14025,62,12929,0.59
5485,7799,23853,84,23885,0.92
5486,3653,19305,25,18509,0.52
5487,7950,20918,87,11530,0.82
5488,2206,20590,79,24857,0.4
5489,2067,16212,33,17913,0.72
5490,1628,13234,100,19302,0.82
5491,10000,19457,57,10715,0.31
5492,8367,17662,15,19533,0.62
5493,10000,17550,100,21596,0.71
5494,6083,13123,69,17527,0.64
5495,5397,10653,80,13312,0.66
5496,6218,14158,100,25000,0.62
5497,6501,18700,96,23421,0.44
5498,5067,20531,22,21312,0.96
5499,9771,21354,43,24066,0.52
5500,3241,19879,32,21279,0.67
5501,3520,15543,13,15192,0.5
5502,6756,23980,38,17027,0.26
5503,500,19580,26,10201,0.46
5504,8862,12197,81,12140,0.38
5505,794,13911,5,19864,0.76
5506,4784,23582,49,19248,0.51
5507,500,21120,97,13671,0.52
5508,7301,25000,91,18610,0.44
5509,1418,25000,5,17370,0.61
5510,998,14799,71,12598,0.49
5511,3309,18707,48,18817,0.75
5512,5461,21850,18,23132,0.65
5513,500,24225,95,22022,0.51
5514,4279,20025,6,20070,0.73
5515,2618,15360,66,11944,0.6
5516,6891,18221,77,12929,0.6
5517,645,21406,42,20959,0.38
5518,8442,10325,52,13383,0.59
5519,5065,13766,11,13540,0.65
5520,692,14111,26,10393,0.8
5521,5687,25000,21,21048,0.49
5522,7137,17015,66,21111,0.94
5523,8743,10000,40,17010,0.68
5524,2910,10106,56,20810,0.37
5525,2320,12426,51,16777,0.47
5526,3464,24497,20,18823,0.81
5527,3021,14378,81,21048,0.79
5528,3068,14364,80,10321,0.6
5529,6382,12531,57,21698,0.62
5530,2367,16810,5,14669,0.43
5531,500,21336,100,11693,0.8
5532,8102,15316,24,11063,0.45
5533,500,15362,68,17921,0.73
5534,6603,14693,52,13111,0.8
5535,740,18990,48,19668,0.61
5536,3940,23570,88,21109,0.75
5537,5131,15268,47,13261,0.88
5538,8774,24178,60,20985,0.64
5539,5577,20629,73,25000,0.57
5540,4268,12011,3,23435,0.59
5541,9642,24751,9,13811,0.49
5542,8495,10425,82,22162,0.49
5543,9302,13044,100,13351,0.67
5544,6929,24013,83,17080,0.58
5545,4105,21480,24,19150,0.65
5546,2673,21106,4,14143,0.38
5547,7068,16229,9,16332,1.0
5548,3101,11239,97,16447,0.75
5549,500,16566,1,19774,0.43
5550,6580,13391,35,17863,0.6
5551,7825,14213,74,13176,0.32
5552,2659,13997,12,12416,0.4
5553,4330,13006,18,17668,0.72
5554,8813,17025,78,18651,0.55
5555,4868,13039,10,20486,0.87
5556,1817,10000,74,12311,0.66
5557,4993,18790,18,11229,0.68
5558,1730,20279,24,11530,0.44
5559,1633,11184,1,22817,0.54
5560,8107,20942,94,19579,0.49
5561,1801,12584,79,12797,0.44
5562,2410,24755,72,11363,0.7
5563,8582,22951,99,14502,0.73
5564,8607,24430,82,10452,0.66
5565,8470,21705,16,13904,0.48
5566,2416,18102,85,15996,0.65
5567,7496,23869,15,23101,0.31
5568,3257,17116,62,10577,0.8
5569,6964,22937,5,13919,0.41
5570,678,22246,45,21204,0.43
5571,9588,23777,52,17317,0.62
5572,6862,14383,71,13264,0.63
5573,9183,13936,7,11931,0.59
5574,560,11699,27,14242,0.43
5575,9769,14507,89,18181,0.77
5576,7181,24735,86,22693,0.35
5577,500,20767,13,10182,0.38
5578,1085,23329,17,21369,0.58
5579,6323,10135,44,18427,0.41
5580,1034,12025,13,10637,0.78
5581,3962,13535,90,13005,0.42
5582,4511,14854,73,22466,0.83
5583,3898,15367,5,20671,0.76
5584,2655,12890,33,13472,0.79
5585,500,12757,100,10524,0.88
5586,7829,23312,92,20982,0.61
5587,7457,13773,26,15659,0.45
5588,9696,18572,68,24202,0.58
5589,5825,16652,16,12370,0.52
5590,9018,11528,22,19476,0.49
5591,5203,23093,36,11635,0.62
5592,3206,14571,58,19915,0.55
5593,501,21820,55,20638,0.49
5594,9725,15049,35,14432,0.56
5595,500,10848,25,17467,0.68
5596,1604,25000,72,14214,0.74
5597,2361,14127,81,19773,0.36
5598,5769,20119,61,20652,0.55
5599,7443,20357,18,10579,0.58
5600,8820,17351,58,24640,0.42
5601,937,22478,76,17850,0.58
5602,5346,10000,57,13941,0.62
5603,3629,15869,97,18387,0.68
5604,9913,12121,87,18524,0.61
5605,8581,22910,63,13091,0.47
5606,1401,23414,12,14718,0.9
5607,500,21110,11,18849,0.72
5608,7178,14681,13,18895,0.68
5609,6029,24755,35,15552,0.75
5610,7104,10472,27,14978,0.64
5611,4418,11787,89,19641,0.79
5612,1567,10113,67,11252,0.61
5613,526,23690,89,18715,0.6
5614,7437,19528,45,20456,0.7
5615,7764,16473,74,23277,0.84
5616,7618,18530,81,12422,0.83
5617,1047,12285,67,18227,1.0
5618,9258,11196,22,18967,0.68
5619,9395,10078,78,10027,0.7
5620,5838,10000,91,17539,0.75
5621,3640,16017,42,10085,0.79
5622,8496,12652,20,10000,0.56
5623,2090,24275,48,20544,0.8
5624,8276,22849,18,16909,0.65
5625,500,22572,77,21685,0.7
5626,9497,14318,70,24415,0.81
5627,500,20832,74,14281,0.71
5628,4291,25000,1,23316,0.74
5629,1857,23978,1,14653,0.54
5630,8592,25000,39,18033,0.82
5631,3725,19448,11,17664,0.7
5632,2960,17054,25,20748,0.62
5633,9237,10827,1,23925,0.77
5634,3228,24571,55,15066,0.99
5635,7226,20910,84,23313,0.42
5636,7981,14923,58,22504,0.48
5637,6930,21002,37,10256,1.0
5638,3614,13385,16,21998,0.66
5639,1116,16056,95,23764,0.63
5640,4144,11965,93,11447,0.58
5641,6913,12427,70,22611,0.78
5642,1703,12841,93,15700,0.99
5643,3065,18805,96,20436,0.5
5644,3674,18754,73,14599,0.59
5645,3581,16563,37,13343,0.55
5646,3130,24387,53,10693,0.71
5647,3661,15840,87,23246,0.78
5648,4821,17810,16,20257,0.84
5649,9361,24093,18,24442,0.72
5650,6769,16064,19,21792,0.98
5651,7599,25000,44,22412,0.51
5652,7876,17144,2,18674,0.47
5653,4578,23018,58,13665,0.82
5654,6301,14352,10,21267,0.62
5655,4651,10184,76,12674,0.39
5656,9411,20384,46,20590,0.55
5657,3100,24319,82,10350,0.64
5658,6675,15809,19,18840,0.5
5659,1166,14065,38,10000,0.45
5660,783,17181,37,17044,0.57
5661,6340,18437,91,18419,0.44
5662,4065,22278,78,12063,0.7
5663,5093,20426,45,15929,0.31
5664,1965,17504,34,18616,0.61
5665,8821,17426,2,20703,0.68
5666,5234,19057,44,23011,0.59
5667,6757,12087,97,17413,0.76
5668,7866,10600,83,11821,0.39
5669,4172,17804,27,25000,0.49
5670,7882,23249,48,22464,0.55
5671,7087,15537,94,20782,0.71
5672,1492,13033,7,20748,0.63
5673,500,12056,27,11585,0.92
5674,2621,24685,85,19870,0.48
5675,2723,20323,71,14659,0.39
5676,5022,18724,89,12280,0.87
5677,3688,15084,18,13749,0.39
5678,3737,12042,33,12538,0.7
5679,4636,17960,33,19208,0.45
5680,843,10357,96,25000,0.29
5681,5204,25000,25,12067,0.54
5682,5323,20411,14,21874,0.73
5683,5420,23336,1,21990,0.0
5684,3701,14488,38,21819,0.69
5685,5971,23414,4,18302,1.0
5686,1388,14797,62,12534,0.41
5687,7627,13307,82,10088,0.57
5688,4220,23721,10,13390,0.84
5689,3383,10000,35,15237,0.7
5690,4712,10783,99,16577,0.56
5691,7461,15924,23,11941,0.66
5692,2915,12379,89,13310,1.0
5693,9809,17831,65,18263,0.77
5694,3501,21795,82,10821,0.77
5695,2238,24984,79,18072,0.62
5696,1864,19174,25,21662,0.63
5697,3208,22134,96,10815,0.45
5698,1424,20782,53,18595,0.4
5699,500,19234,84,11698,0.54
5700,9277,15267,17,22538,0.59
5701,500,17638,57,21108,0.76
5702,1412,12538,75,17362,0.74
5703,2821,24618,77,10000,0.63
5704,500,25000,89,15691,0.78
5705,2648,11876,20,15729,0.46
5706,1056,20027,25,11953,0.76
5707,2052,23986,42,14963,0.0
5708,2620,25000,45,15986,0.79
5709,3585,13526,31,17752,0.6
5710,4004,19877,65,21485,0.3
5711,656,21593,52,21894,0.71
5712,9426,11622,80,21445,0.72
5713,8005,15518,92,14991,0.53
5714,7662,23149,21,13801,0.54
5715,6023,12657,30,18447,0.58
5716,8043,11932,3,11931,0.31
5717,8555,18699,98,25000,0.25
5718,5154,23955,70,10872,0.8
5719,6750,22753,43,17954,0.48
5720,7746,13478,29,14587,0.88
5721,654,12656,3,16479,0.81
5722,8450,19313,58,11561,0.84
5723,1496,10289,33,15526,0.5
5724,5126,17011,75,22920,0.36
5725,3405,15858,45,23600,0.44
5726,9869,17323,69,14457,0.53
5727,653,12829,32,15560,0.24
5728,8353,20401,82,23206,0.53
5729,6981,24959,84,17881,0.57
5730,6099,15962,52,19085,0.41
5731,2216,25000,64,17715,0.44
5732,1286,17264,40,12684,0.57
5733,4868,10000,92,19438,0.65
5734,8596,18758,13,10746,0.47
5735,4772,11473,90,15243,0.64
5736,4267,23281,80,22245,0.62
5737,10000,23428,89,25000,0.61
5738,6494,11987,74,23290,0.5
5739,7716,21979,29,14085,0.4
5740,9357,22057,100,16117,0.85
5741,3926,17673,84,11006,0.69
5742,4283,13260,26,18129,0.75
5743,5927,21739,96,20932,0.59
5744,7511,17490,59,14310,0.58
5745,8552,16739,49,24453,0.67
5746,4201,24281,53,22514,0.32
5747,9761,13251,88,19082,0.43
5748,2849,15905,31,20683,0.48
5749,7511,15300,12,24884,0.53
5750,7555,10000,58,12876,0.47
5751,1712,11716,36,19823,0.65
5752,7465,19204,10,21895,0.61
5753,9844,24106,6,12026,0.81
5754,7204,11310,7,15556,0.97
5755,7933,22762,31,14107,0.41
5756,3011,10617,91,15241,0.62
5757,643,22928,100,24824,0.62
5758,10000,24597,3,21514,0.6
5759,3728,14257,47,24914,1.0
5760,5082,16099,1,15669,0.46
5761,6531,20174,1,15399,0.64
5762,4743,20420,45,18933,0.46
5763,3213,10000,54,23648,0.62
5764,4685,10468,100,24503,0.56
5765,7828,15905,79,13008,0.62
5766,5133,22308,7,20168,0.46
5767,3692,22547,63,17495,0.62
5768,800,24801,15,25000,0.47
5769,1223,11139,89,15420,0.62
5770,6194,19628,67,21992,0.8
5771,3510,18728,30,24535,0.64
5772,500,10951,78,24204,0.65
5773,567,18012,68,21763,0.72
5774,3006,21005,36,12911,0.39
5775,2037,13006,67,16897,0.86
5776,897,22186,5,21276,0.44
5777,6180,16075,25,15485,0.73
5778,9855,17890,95,15838,0.71
5779,5325,20032,11,10773,0.46
5780,9247,15952,72,12144,0.75
5781,6548,17077,90,24406,0.67
5782,4161,19042,66,19184,0.88
5783,3441,25000,28,20030,0.63
5784,7567,23568,60,15980,0.58
5785,10000,11191,10,22005,0.52
5786,10000,13920,50,24692,0.34
5787,1980,22820,39,23099,0.55
5788,500,17765,37,24879,0.56
5789,9794,20254,63,21513,0.64
5790,3776,16193,61,16397,0.39
5791,6947,13046,85,22034,0.56
5792,5999,22591,92,21445,0.69
5793,6773,21750,100,10000,0.7
5794,1799,22703,33,10000,0.32
5795,6318,10304,1,13237,0.71
5796,7201,16339,45,18195,0.56
5797,5494,18043,44,15582,0.57
5798,7989,25000,1,16288,0.25
5799,8769,21039,53,18356,0.82
5800,3331,20627,47,22631,0.63
5801,10000,12804,33,11897,0.37
5802,2032,20176,67,23416,0.66
5803,8929,13936,90,15433,0.65
5804,5753,24790,15,21432,0.78
5805,2496,10712,14,12567,1.0
5806,5811,16848,23,18130,0.6
5807,777,21087,54,15717,0.5
5808,3589,19873,8,21699,0.69
5809,1023,19525,1,16752,0.48
5810,4775,21390,36,12559,0.47
5811,5865,18366,84,24744,0.59
5812,3622,13205,52,24771,0.42
5813,8667,15185,6,19530,0.84
5814,5690,19608,97,14637,0.89
5815,5075,20179,28,10612,1.0
5816,8227,24614,50,17746,0.0
5817,2297,23045,38,23187,0.65
5818,2631,16506,30,11884,0.53
5819,7822,11772,81,14024,0.78
5820,10000,22458,73,13134,0.48
5821,1315,11074,92,19247,0.68
5822,9134,15447,54,11622,0.62
5823,7166,22952,71,13282,0.5
5824,10000,18783,46,23774,0.64
5825,1910,21170,28,12610,0.73
5826,1034,15264,17,24910,0.61
5827,3864,24609,1,13069,0.61
5828,1532,17322,44,16486,0.47
5829,3842,22174,60,11255,0.77
5830,6585,16651,60,12660,1.0
5831,5000,12410,5,22416,0.54
5832,1672,23636,69,19234,0.58
5833,9580,19039,78,14452,0.81
5834,5017,24990,70,19634,0.43
5835,8507,16441,7,17102,0.69
5836,2141,18685,53,21869,0.52
5837,971,18737,17,14176,0.87
5838,3440,24639,59,13686,0.61
5839,9238,23778,9,20096,0.79
5840,500,25000,95,20905,0.49
5841,8170,20478,22,15237,0.41
5842,4223,20889,45,20069,0.56
5843,863,22029,73,17661,0.64
5844,3809,19732,59,10790,0.52
5845,1045,19075,80,24827,0.71
5846,3740,13956,100,24186,0.57
5847,7165,16553,98,25000,0.29
5848,2436,16869,13,13034,0.68
5849,9654,17531,83,24754,0.0
5850,1382,13094,12,23067,0.55
5851,4340,12365,36,22424,0.83
5852,7423,16668,10,10225,0.87
5853,9562,15000,16,21597,0.51
5854,5111,17920,92,15348,0.69
5855,9557,13347,19,16466,0.52
5856,5704,21263,6,13179,0.56
5857,7788,13675,4,19003,0.51
5858,3703,22907,30,20684,0.34
5859,2744,10952,95,24228,0.61
5860,518,13300,46,22294,0.64
5861,1141,21927,27,14223,0.5
5862,500,13179,45,17520,0.76
5863,5700,21155,85,14066,0.53
5864,9021,22219,37,14362,0.5
5865,1365,13247,9,15023,0.68
5866,1273,14415,61,25000,0.37
5867,5232,13357,35,10246,0.74
5868,4018,23163,47,15737,0.54
5869,7295,16472,21,11618,1.0
5870,7484,15996,17,20019,0.79
5871,3067,14848,55,21637,0.7
5872,2174,20896,88,18612,0.48
5873,1239,15475,95,24026,0.41
5874,10000,11037,6,15160,0.38
5875,9827,18262,35,20956,0.77
5876,5627,21066,50,25000,0.58
5877,7447,17008,37,17728,0.51
5878,7120,15931,13,14238,0.58
5879,9565,15642,25,20380,0.76
5880,5055,10105,96,12612,0.72
5881,6145,10769,1,24442,0.67
5882,9443,20201,49,12080,0.7
5883,7624,12940,35,24454,0.63
5884,9545,24531,83,15919,0.65
5885,4232,20384,53,14324,0.63
5886,2783,17899,52,17797,0.6
5887,9169,23661,54,12735,0.71
5888,7498,21687,76,16083,0.65
5889,5913,16614,47,17352,0.47
5890,1769,25000,43,19021,0.68
5891,8368,22503,20,13058,0.64
5892,3103,23404,33,19041,0.69
5893,6461,14355,93,15334,0.58
5894,9069,10933,16,20972,0.72
5895,8057,18766,78,11153,0.59
5896,2180,15660,7,14940,0.71
5897,8933,15906,70,24607,0.53
5898,9611,22122,21,22021,0.54
5899,6182,22572,36,20874,0.69
5900,8584,22279,86,13079,0.55
5901,500,20723,54,10402,0.93
5902,569,16050,19,12975,0.68
5903,4424,20611,25,19794,0.6
5904,6700,18261,100,22914,0.72
5905,2507,14474,100,17536,0.53
5906,9492,19494,53,15919,0.74
5907,8619,22006,98,16760,0.0
5908,3279,20541,75,10980,0.79
5909,5420,10254,48,16680,0.53
5910,1255,19899,42,23364,0.42
5911,6995,17087,47,20486,0.51
5912,6435,14787,91,12384,0.56
5913,2830,23575,42,21544,0.85
5914,6205,17862,2,22320,0.93
5915,8801,19025,6,18990,0.65
5916,1516,20956,46,20787,0.0
5917,7847,20663,66,11366,0.55
5918,8716,16356,81,12938,0.72
5919,5438,13742,40,11262,0.93
5920,3338,12035,58,17659,0.87
5921,1237,11967,78,20968,0.77
5922,6700,18291,74,21440,0.77
5923,8871,11852,33,16187,0.72
5924,731,13183,62,25000,0.59
5925,2417,20547,12,19885,0.49
5926,9034,16618,96,12316,0.6
5927,6418,23859,49,24318,0.66
5928,10000,18303,88,24044,0.38
5929,9146,21350,78,22687,0.58
5930,6901,10182,5,17909,0.48
5931,7572,16740,51,24938,0.75
5932,2776,22044,69,10921,0.52
5933,7893,10164,32,17114,0.65
5934,9287,16958,100,16574,1.0
5935,4374,12137,97,18612,0.0
5936,5030,20215,60,20370,0.34
5937,7664,10454,46,15529,0.67
5938,4997,12285,68,13809,0.41
5939,8433,24310,94,23536,0.52
5940,2635,24869,41,11166,0.63
5941,7227,17846,81,22865,0.64
5942,2065,14822,67,18731,0.63
5943,808,24393,13,16268,0.62
5944,9034,10541,100,15331,0.5
5945,9127,16033,18,15029,0.58
5946,8868,23309,87,21691,0.6
5947,638,12665,99,11460,0.63
5948,693,20641,97,14687,0.59
5949,3757,17149,51,15357,0.71
5950,3735,23129,36,14739,0.61
5951,1442,10000,81,10327,0.63
5952,5120,22125,34,21051,0.54
5953,6220,15785,12,10000,0.44
5954,6853,21078,5,20285,0.62
5955,5457,14614,48,20323,0.78
5956,9645,14292,91,21033,1.0
5957,9994,22096,40,18543,0.48
5958,3881,16189,13,15132,0.72
5959,6339,16673,26,14732,0.55
5960,3380,23708,14,13908,0.71
5961,5387,11688,96,15291,0.54
5962,1045,15095,11,18425,0.65
5963,2427,24409,38,13122,1.0
5964,4652,17583,80,25000,0.53
5965,504,17824,57,12728,0.37
5966,500,11637,22,23706,0.68
5967,5878,25000,16,19124,0.66
5968,6733,15966,77,17995,0.66
5969,3163,22920,76,11823,0.64
5970,9965,14670,82,13500,0.49
5971,3826,24631,29,14073,0.74
5972,500,22274,82,21537,0.75
5973,1631,15203,2,19052,0.48
5974,5263,15134,54,11230,0.68
5975,7237,11890,2,20387,0.73
5976,5592,10000,3,14395,0.53
5977,6522,18669,93,16051,0.56
5978,3659,24968,56,11476,0.68
5979,6659,12366,72,12023,0.37
5980,10000,17559,11,12596,0.44
5981,8945,12526,76,17840,0.45
5982,5807,17807,32,17121,0.33
5983,500,24703,4,12430,0.76
5984,3544,10366,9,17954,0.3
5985,6136,20028,88,24258,0.65
5986,3392,16521,56,16943,0.72
5987,10000,19907,16,21881,0.56
5988,10000,16606,81,10533,0.5
5989,1154,23905,86,11256,0.63
5990,5981,10012,71,11657,0.6
5991,1259,18727,10,10000,0.75
5992,7282,13239,93,22085,0.21
5993,2298,25000,36,11752,0.46
5994,5659,14042,1,19875,0.68
5995,500,17485,64,16713,0.61
5996,5762,10375,56,12978,0.71
5997,4323,19916,78,14332,0.64
5998,2376,10256,78,13653,0.58
5999,6654,20456,89,13013,0.55
6000,8287,10449,22,18892,0.95
6001,10000,19085,52,22862,0.83
6002,4234,13212,50,17652,0.67
6003,9936,19376,47,17100,0.61
6004,6472,16175,23,21256,0.68
6005,7139,15943,96,24008,0.72
6006,5856,21415,90,14866,0.0
6007,6880,18026,91,11764,0.49
6008,1508,23571,76,22510,0.87
6009,4814,17446,83,11122,0.64
6010,3008,25000,19,13830,1.0
6011,10000,22897,52,16700,0.63
6012,3182,19108,34,12958,0.56
6013,7811,24877,96,20512,0.81
6014,1489,23913,29,19614,0.65
6015,8946,18339,61,11540,0.62
6016,5211,22943,85,24293,0.42
6017,6979,20306,35,22717,0.7
6018,7464,14016,5,18714,0.53
6019,8575,13940,76,21199,0.53
6020,4952,16713,7,15467,0.53
6021,8947,14071,41,17053,0.67
6022,1507,18107,2,15670,0.37
6023,6996,15912,89,20690,0.57
6024,8188,23590,10,24262,0.75
6025,4408,20987,44,20281,0.41
6026,3303,10442,70,11738,0.63
6027,4879,12944,91,14189,0.51
6028,598,13936,35,10000,0.54
6029,8888,10398,62,20756,0.85
6030,1377,19343,74,15269,0.35
6031,2368,24817,73,20956,0.71
6032,3165,21984,20,18690,0.53
6033,1888,12995,35,12418,0.52
6034,2915,16329,37,15076,0.43
6035,9261,12216,72,20938,0.71
6036,3137,11707,54,10484,0.57
6037,7742,21523,95,10664,0.55
6038,9757,20179,80,13454,0.62
6039,9113,15766,28,10627,0.57
6040,3383,15677,70,19876,0.3
6041,1704,22794,32,18923,0.53
6042,10000,12568,92,14287,0.73
6043,1723,17638,11,24056,0.37
6044,3672,10160,42,19436,0.44
6045,9459,22627,23,15166,0.54
6046,6950,18067,30,20366,0.49
6047,7020,13904,9,13874,0.6
6048,1154,13573,92,20966,0.44
6049,7321,21369,88,21270,0.54
6050,2946,11825,59,22983,0.59
6051,6392,23786,28,19331,0.7
6052,8912,22116,88,22851,0.79
6053,4166,19815,79,24701,0.56
6054,4777,15582,100,21309,0.88
6055,4902,23794,47,20632,0.57
6056,3069,11176,98,22310,0.72
6057,6015,14918,22,21394,0.89
6058,9705,21912,29,21390,0.62
6059,4485,14880,34,14540,0.39
6060,8667,13220,42,23064,0.61
6061,7948,21451,52,20236,0.51
6062,4810,17820,47,17476,0.56
6063,3519,10130,74,10707,0.9
6064,4181,23763,51,18624,0.42
6065,4696,16659,45,18664,0.65
6066,1072,13562,94,10047,0.47
6067,5253,11499,75,11914,0.55
6068,7582,17430,34,11105,0.71
6069,4502,17705,21,13180,0.65
6070,6129,17626,13,24598,0.57
6071,8917,16679,54,20082,0.5
6072,4700,12788,25,18549,0.65
6073,2497,14876,21,10567,0.86
6074,9463,13708,1,18671,0.46
6075,7922,19899,58,10866,0.89
6076,5024,11769,69,21452,0.78
6077,9125,19510,86,22251,0.81
6078,3907,24226,71,11028,0.65
6079,7231,23746,13,25000,0.0
6080,2266,282,1,11813,0.45
6081,1758,218,1,13728,0.5
6082,1609,200,1,15513,0.71
6083,1967,244,1,13526,0.64
6084,2137,265,1,14803,0.58
6085,2114,263,1,16569,0.22
6086,1966,244,1,11050,0.53
6087,1782,221,1,18318,0.42
6088,2095,260,1,10000,1.0
6089,1906,237,1,21798,0.57
6090,1728,215,1,20570,0.51
6091,2204,274,1,11652,1.0
6092,2309,287,1,24727,0.76
6093,1820,226,1,18199,0.76
6094,2276,283,1,14708,1.0
6095,1867,232,1,19476,0.72
6096,1691,210,1,15318,0.48
6097,2256,280,1,22885,0.47
6098,2328,289,1,15859,0.74
6099,1767,220,1,22673,0.29
6100,2223,276,1,16615,0.59
6101,1650,205,1,18370,1.0
6102,1860,231,1,16593,0.61
6103,2025,252,1,13595,0.73
6104,1896,236,1,14910,0.64
